"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"06","California","06037462400","Los Angeles County, CA - 06037462400","2020","15.7%","","(14.1% - 17.4%)","14.1%","17.4%",
"06","California","06037462500","Los Angeles County, CA - 06037462500","2020","14.7%","","(13.4% - 16.1%)","13.4%","16.1%",
"06","California","06037462600","Los Angeles County, CA - 06037462600","2020","12.6%","","(11.2% - 14.2%)","11.2%","14.2%",
"06","California","06037462700","Los Angeles County, CA - 06037462700","2020","17.2%","","(16.0% - 18.3%)","16.0%","18.3%",
"06","California","06037462800","Los Angeles County, CA - 06037462800","2020","15.3%","","(13.9% - 16.8%)","13.9%","16.8%",
"06","California","06037462900","Los Angeles County, CA - 06037462900","2020","14.1%","","(12.6% - 15.6%)","12.6%","15.6%",
"06","California","06037463000","Los Angeles County, CA - 06037463000","2020","13.1%","","(11.8% - 14.6%)","11.8%","14.6%",
"06","California","06037463101","Los Angeles County, CA - 06037463101","2020","17.5%","","(15.9% - 19.1%)","15.9%","19.1%",
"06","California","06037463102","Los Angeles County, CA - 06037463102","2020","18.4%","","(16.5% - 20.4%)","16.5%","20.4%",
"06","California","06037463200","Los Angeles County, CA - 06037463200","2020","16.3%","","(14.8% - 17.9%)","14.8%","17.9%",
"06","California","06037463300","Los Angeles County, CA - 06037463300","2020","13.9%","","(12.5% - 15.5%)","12.5%","15.5%",
"06","California","06037463400","Los Angeles County, CA - 06037463400","2020","13.1%","","(12.3% - 14.1%)","12.3%","14.1%",
"06","California","06037463500","Los Angeles County, CA - 06037463500","2020","10.8%","","(9.8% - 12.0%)","9.8%","12.0%",
"06","California","06037463601","Los Angeles County, CA - 06037463601","2020","12.5%","","(11.3% - 13.9%)","11.3%","13.9%",
"06","California","06037463602","Los Angeles County, CA - 06037463602","2020","13.8%","","(12.6% - 15.0%)","12.6%","15.0%",
"06","California","06037463700","Los Angeles County, CA - 06037463700","2020","12.6%","","(11.4% - 14.0%)","11.4%","14.0%",
"06","California","06037463800","Los Angeles County, CA - 06037463800","2020","12.1%","","(10.8% - 13.6%)","10.8%","13.6%",
"06","California","06037463900","Los Angeles County, CA - 06037463900","2020","14.5%","","(13.1% - 16.2%)","13.1%","16.2%",
"06","California","06037464000","Los Angeles County, CA - 06037464000","2020","13.1%","","(11.9% - 14.6%)","11.9%","14.6%",
"06","California","06037464100","Los Angeles County, CA - 06037464100","2020","13.0%","","(11.7% - 14.7%)","11.7%","14.7%",
"06","California","06037464200","Los Angeles County, CA - 06037464200","2020","13.4%","","(11.9% - 15.6%)","11.9%","15.6%",
"06","California","06037480002","Los Angeles County, CA - 06037480002","2020","16.4%","","(14.6% - 18.5%)","14.6%","18.5%",
"06","California","06037480011","Los Angeles County, CA - 06037480011","2020","22.2%","","(20.0% - 24.5%)","20.0%","24.5%",
"06","California","06037480012","Los Angeles County, CA - 06037480012","2020","17.6%","","(16.0% - 19.5%)","16.0%","19.5%",
"06","California","06037480101","Los Angeles County, CA - 06037480101","2020","21.0%","","(19.0% - 22.9%)","19.0%","22.9%",
"06","California","06037480102","Los Angeles County, CA - 06037480102","2020","20.3%","","(18.9% - 21.9%)","18.9%","21.9%",
"06","California","06037480201","Los Angeles County, CA - 06037480201","2020","15.7%","","(14.1% - 17.4%)","14.1%","17.4%",
"06","California","06037480202","Los Angeles County, CA - 06037480202","2020","15.6%","","(14.0% - 17.4%)","14.0%","17.4%",
"06","California","06037480302","Los Angeles County, CA - 06037480302","2020","19.7%","","(17.7% - 21.7%)","17.7%","21.7%",
"06","California","06037480303","Los Angeles County, CA - 06037480303","2020","22.9%","","(20.4% - 25.6%)","20.4%","25.6%",
"06","California","06037480304","Los Angeles County, CA - 06037480304","2020","24.9%","","(22.2% - 27.6%)","22.2%","27.6%",
"06","California","06037480400","Los Angeles County, CA - 06037480400","2020","17.6%","","(15.8% - 19.6%)","15.8%","19.6%",
"06","California","06037480500","Los Angeles County, CA - 06037480500","2020","12.9%","","(11.6% - 14.3%)","11.6%","14.3%",
"06","California","06037480600","Los Angeles County, CA - 06037480600","2020","13.2%","","(11.9% - 14.7%)","11.9%","14.7%",
"06","California","06037480702","Los Angeles County, CA - 06037480702","2020","13.2%","","(11.8% - 14.7%)","11.8%","14.7%",
"06","California","06037480703","Los Angeles County, CA - 06037480703","2020","13.7%","","(12.3% - 15.1%)","12.3%","15.1%",
"06","California","06037480704","Los Angeles County, CA - 06037480704","2020","14.5%","","(13.1% - 16.1%)","13.1%","16.1%",
"06","California","06037480802","Los Angeles County, CA - 06037480802","2020","23.7%","","(21.4% - 26.0%)","21.4%","26.0%",
"06","California","06037480803","Los Angeles County, CA - 06037480803","2020","22.1%","","(20.1% - 24.2%)","20.1%","24.2%",
"06","California","06037480804","Los Angeles County, CA - 06037480804","2020","20.3%","","(18.1% - 22.4%)","18.1%","22.4%",
"06","California","06037480901","Los Angeles County, CA - 06037480901","2020","24.1%","","(22.4% - 26.1%)","22.4%","26.1%",
"06","California","06037480902","Los Angeles County, CA - 06037480902","2020","27.0%","","(24.1% - 29.9%)","24.1%","29.9%",
"06","California","06037480903","Los Angeles County, CA - 06037480903","2020","29.0%","","(26.0% - 31.7%)","26.0%","31.7%",
"06","California","06037481001","Los Angeles County, CA - 06037481001","2020","26.2%","","(23.3% - 28.8%)","23.3%","28.8%",
"06","California","06037481002","Los Angeles County, CA - 06037481002","2020","23.2%","","(20.7% - 25.7%)","20.7%","25.7%",
"06","California","06037481101","Los Angeles County, CA - 06037481101","2020","23.7%","","(21.5% - 25.8%)","21.5%","25.8%",
"06","California","06037481102","Los Angeles County, CA - 06037481102","2020","22.2%","","(19.7% - 25.0%)","19.7%","25.0%",
"06","California","06037481103","Los Angeles County, CA - 06037481103","2020","25.3%","","(22.8% - 27.8%)","22.8%","27.8%",
"06","California","06037481201","Los Angeles County, CA - 06037481201","2020","21.9%","","(19.7% - 24.2%)","19.7%","24.2%",
"06","California","06037481202","Los Angeles County, CA - 06037481202","2020","23.3%","","(21.1% - 25.5%)","21.1%","25.5%",
"06","California","06037481300","Los Angeles County, CA - 06037481300","2020","26.9%","","(24.4% - 29.3%)","24.4%","29.3%",
"06","California","06037481401","Los Angeles County, CA - 06037481401","2020","30.0%","","(26.7% - 33.5%)","26.7%","33.5%",
"06","California","06037481402","Los Angeles County, CA - 06037481402","2020","26.4%","","(23.5% - 29.5%)","23.5%","29.5%",
"06","California","06037481500","Los Angeles County, CA - 06037481500","2020","23.4%","","(20.8% - 26.3%)","20.8%","26.3%",
"06","California","06037481603","Los Angeles County, CA - 06037481603","2020","24.7%","","(21.8% - 27.6%)","21.8%","27.6%",
"06","California","06037481604","Los Angeles County, CA - 06037481604","2020","23.2%","","(20.4% - 25.8%)","20.4%","25.8%",
"06","California","06037481605","Los Angeles County, CA - 06037481605","2020","25.0%","","(22.9% - 27.1%)","22.9%","27.1%",
"06","California","06037481606","Los Angeles County, CA - 06037481606","2020","24.5%","","(22.5% - 26.6%)","22.5%","26.6%",
"06","California","06037481711","Los Angeles County, CA - 06037481711","2020","31.7%","","(27.8% - 35.6%)","27.8%","35.6%",
"06","California","06037481712","Los Angeles County, CA - 06037481712","2020","29.6%","","(26.2% - 33.0%)","26.2%","33.0%",
"06","California","06037481713","Los Angeles County, CA - 06037481713","2020","24.8%","","(21.1% - 28.2%)","21.1%","28.2%",
"06","California","06037481714","Los Angeles County, CA - 06037481714","2020","30.3%","","(26.4% - 34.0%)","26.4%","34.0%",
"06","California","06037481800","Los Angeles County, CA - 06037481800","2020","20.2%","","(17.9% - 22.6%)","17.9%","22.6%",
"06","California","06037481901","Los Angeles County, CA - 06037481901","2020","20.6%","","(18.6% - 22.7%)","18.6%","22.7%",
"06","California","06037481902","Los Angeles County, CA - 06037481902","2020","23.9%","","(21.7% - 26.1%)","21.7%","26.1%",
"06","California","06037482001","Los Angeles County, CA - 06037482001","2020","20.3%","","(17.5% - 23.3%)","17.5%","23.3%",
"06","California","06037482002","Los Angeles County, CA - 06037482002","2020","22.3%","","(19.7% - 25.0%)","19.7%","25.0%",
"06","California","06037482101","Los Angeles County, CA - 06037482101","2020","25.5%","","(22.7% - 28.5%)","22.7%","28.5%",
"06","California","06037482102","Los Angeles County, CA - 06037482102","2020","22.7%","","(20.2% - 25.2%)","20.2%","25.2%",
"06","California","06037482201","Los Angeles County, CA - 06037482201","2020","31.6%","","(29.1% - 34.1%)","29.1%","34.1%",
"06","California","06037482202","Los Angeles County, CA - 06037482202","2020","25.8%","","(22.3% - 29.3%)","22.3%","29.3%",
"06","California","06037482301","Los Angeles County, CA - 06037482301","2020","32.6%","","(29.2% - 35.8%)","29.2%","35.8%",
"06","California","06037482303","Los Angeles County, CA - 06037482303","2020","28.9%","","(25.7% - 31.8%)","25.7%","31.8%",
"06","California","06037482304","Los Angeles County, CA - 06037482304","2020","36.0%","","(33.1% - 38.9%)","33.1%","38.9%",
"06","California","06037482401","Los Angeles County, CA - 06037482401","2020","31.3%","","(28.6% - 34.1%)","28.6%","34.1%",
"06","California","06037482402","Los Angeles County, CA - 06037482402","2020","29.9%","","(27.9% - 31.8%)","27.9%","31.8%",
"06","California","06037482502","Los Angeles County, CA - 06037482502","2020","28.1%","","(25.1% - 30.7%)","25.1%","30.7%",
"06","California","06037482503","Los Angeles County, CA - 06037482503","2020","27.2%","","(24.7% - 29.8%)","24.7%","29.8%",
"06","California","06037482521","Los Angeles County, CA - 06037482521","2020","25.3%","","(23.1% - 27.7%)","23.1%","27.7%",
"06","California","06037482522","Los Angeles County, CA - 06037482522","2020","21.0%","","(19.6% - 22.6%)","19.6%","22.6%",
"06","California","06037482600","Los Angeles County, CA - 06037482600","2020","25.2%","","(22.6% - 27.9%)","22.6%","27.9%",
"06","California","06037482701","Los Angeles County, CA - 06037482701","2020","23.6%","","(21.4% - 25.9%)","21.4%","25.9%",
"06","California","06037482702","Los Angeles County, CA - 06037482702","2020","21.9%","","(19.5% - 24.2%)","19.5%","24.2%",
"06","California","06037482800","Los Angeles County, CA - 06037482800","2020","24.0%","","(21.8% - 26.1%)","21.8%","26.1%",
"06","California","06037500100","Los Angeles County, CA - 06037500100","2020","15.8%","","(14.3% - 17.5%)","14.3%","17.5%",
"06","California","06037500201","Los Angeles County, CA - 06037500201","2020","15.6%","","(14.3% - 16.9%)","14.3%","16.9%",
"06","California","06037500202","Los Angeles County, CA - 06037500202","2020","15.6%","","(14.4% - 16.9%)","14.4%","16.9%",
"06","California","06037500300","Los Angeles County, CA - 06037500300","2020","17.0%","","(15.3% - 18.7%)","15.3%","18.7%",
"06","California","06037500402","Los Angeles County, CA - 06037500402","2020","26.9%","","(23.6% - 30.2%)","23.6%","30.2%",
"06","California","06037500403","Los Angeles County, CA - 06037500403","2020","24.0%","","(21.8% - 26.2%)","21.8%","26.2%",
"06","California","06037500404","Los Angeles County, CA - 06037500404","2020","23.6%","","(21.0% - 26.3%)","21.0%","26.3%",
"06","California","06037500500","Los Angeles County, CA - 06037500500","2020","27.3%","","(24.3% - 30.0%)","24.3%","30.0%",
"06","California","06037500600","Los Angeles County, CA - 06037500600","2020","26.8%","","(23.7% - 29.7%)","23.7%","29.7%",
"06","California","06037500700","Los Angeles County, CA - 06037500700","2020","25.6%","","(23.0% - 28.2%)","23.0%","28.2%",
"06","California","06037500800","Los Angeles County, CA - 06037500800","2020","23.0%","","(20.3% - 25.6%)","20.3%","25.6%",
"06","California","06037500900","Los Angeles County, CA - 06037500900","2020","27.5%","","(24.7% - 30.4%)","24.7%","30.4%",
"06","California","06037501001","Los Angeles County, CA - 06037501001","2020","25.3%","","(22.5% - 28.1%)","22.5%","28.1%",
"06","California","06037501002","Los Angeles County, CA - 06037501002","2020","18.7%","","(16.8% - 20.7%)","16.8%","20.7%",
"06","California","06037501200","Los Angeles County, CA - 06037501200","2020","20.6%","","(19.2% - 22.0%)","19.2%","22.0%",
"06","California","06037501300","Los Angeles County, CA - 06037501300","2020","20.1%","","(18.3% - 21.9%)","18.3%","21.9%",
"06","California","06037501400","Los Angeles County, CA - 06037501400","2020","24.2%","","(21.9% - 26.5%)","21.9%","26.5%",
"06","California","06037501501","Los Angeles County, CA - 06037501501","2020","17.0%","","(15.2% - 18.9%)","15.2%","18.9%",
"06","California","06037501503","Los Angeles County, CA - 06037501503","2020","18.8%","","(17.0% - 21.0%)","17.0%","21.0%",
"06","California","06037501504","Los Angeles County, CA - 06037501504","2020","26.2%","","(24.4% - 28.2%)","24.4%","28.2%",
"06","California","06037501600","Los Angeles County, CA - 06037501600","2020","17.1%","","(15.8% - 18.5%)","15.8%","18.5%",
"06","California","06037501700","Los Angeles County, CA - 06037501700","2020","17.6%","","(16.0% - 19.2%)","16.0%","19.2%",
"06","California","06037501802","Los Angeles County, CA - 06037501802","2020","18.2%","","(16.5% - 20.0%)","16.5%","20.0%",
"06","California","06037501803","Los Angeles County, CA - 06037501803","2020","28.2%","","(25.4% - 31.4%)","25.4%","31.4%",
"06","California","06037501804","Los Angeles County, CA - 06037501804","2020","24.1%","","(21.4% - 26.7%)","21.4%","26.7%",
"06","California","06037501900","Los Angeles County, CA - 06037501900","2020","18.4%","","(16.5% - 20.5%)","16.5%","20.5%",
"06","California","06037502003","Los Angeles County, CA - 06037502003","2020","24.1%","","(21.7% - 26.5%)","21.7%","26.5%",
"06","California","06037502004","Los Angeles County, CA - 06037502004","2020","25.1%","","(22.4% - 27.6%)","22.4%","27.6%",
"06","California","06037502005","Los Angeles County, CA - 06037502005","2020","22.9%","","(21.4% - 24.4%)","21.4%","24.4%",
"06","California","06037502100","Los Angeles County, CA - 06037502100","2020","26.8%","","(24.9% - 28.9%)","24.9%","28.9%",
"06","California","06037502200","Los Angeles County, CA - 06037502200","2020","24.7%","","(22.0% - 27.4%)","22.0%","27.4%",
"06","California","06037502301","Los Angeles County, CA - 06037502301","2020","25.3%","","(22.5% - 28.0%)","22.5%","28.0%",
"06","California","06037502302","Los Angeles County, CA - 06037502302","2020","28.4%","","(26.1% - 30.8%)","26.1%","30.8%",
"06","California","06037502401","Los Angeles County, CA - 06037502401","2020","25.5%","","(22.8% - 28.3%)","22.8%","28.3%",
"06","California","06037502402","Los Angeles County, CA - 06037502402","2020","25.2%","","(22.3% - 28.0%)","22.3%","28.0%",
"06","California","06037502500","Los Angeles County, CA - 06037502500","2020","26.3%","","(23.6% - 29.0%)","23.6%","29.0%",
"06","California","06037502601","Los Angeles County, CA - 06037502601","2020","22.1%","","(19.5% - 24.7%)","19.5%","24.7%",
"06","California","06037502602","Los Angeles County, CA - 06037502602","2020","24.0%","","(21.4% - 26.6%)","21.4%","26.6%",
"06","California","06037502700","Los Angeles County, CA - 06037502700","2020","22.5%","","(20.2% - 24.7%)","20.2%","24.7%",
"06","California","06037502801","Los Angeles County, CA - 06037502801","2020","22.9%","","(20.6% - 25.3%)","20.6%","25.3%",
"06","California","06037502802","Los Angeles County, CA - 06037502802","2020","28.9%","","(25.8% - 31.9%)","25.8%","31.9%",
"06","California","06037502901","Los Angeles County, CA - 06037502901","2020","22.1%","","(19.7% - 24.3%)","19.7%","24.3%",
"06","California","06037502902","Los Angeles County, CA - 06037502902","2020","28.2%","","(25.4% - 31.1%)","25.4%","31.1%",
"06","California","06037503000","Los Angeles County, CA - 06037503000","2020","26.7%","","(23.6% - 29.9%)","23.6%","29.9%",
"06","California","06037503103","Los Angeles County, CA - 06037503103","2020","24.1%","","(21.7% - 26.5%)","21.7%","26.5%",
